Time(s),Distance(m)
20.74,0.4400
20.74,0.4400
20.74,0.4400
20.74,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4400
20.94,0.4500
21.04,0.4500
21.04,0.4500
21.04,0.4500
21.04,0.4600
21.04,0.4600
21.04,0.4600
21.04,0.4600
21.04,0.4600
21.04,0.4600
21.04,0.4600
21.14,0.4500
21.14,0.4400
21.14,0.4400
21.14,0.4400
21.14,0.4400
21.14,0.4400
21.14,0.4400
21.14,0.4400
21.14,0.4400
21.14,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.34,0.4300
21.34,0.4300
21.34,0.4400
21.34,0.4400
21.34,0.4400
21.44,0.4400
21.44,0.4400
21.44,0.4400
21.44,0.4200
21.44,0.3100
21.44,0.2700
21.44,0.3200
21.44,0.4000
21.44,0.4300
21.44,0.4300
21.64,0.4200
21.64,0.4400
21.64,0.4500
21.64,0.4500
21.64,0.4400
21.64,0.4400
